Symbol,Time,Open,High,Low,Latest,Change,%Change,Volume,"Open Int"
J6H19,2019-01-14,0.009263,0.0093065,0.0092615,0.009288,0.000025,+0.27%,77293,229345
J6H19,2019-01-15,0.00929,0.009293,0.009237,0.0092555,-0.0000325,-0.35%,123657,229295
J6H19,2019-01-16,0.009248,0.009273,0.0092025,0.0092265,-0.000029,-0.31%,105663,229193
J6H19,2019-01-17,0.009207,0.009243,0.0091805,0.0091945,-0.000032,-0.35%,128368,219783
J6H19,2019-01-18,0.009198,0.0092115,0.0091405,0.00915,-0.0000445,-0.48%,113862,219075
J6H19,2019-01-22,0.0091525,0.009203,0.009151,0.0091905,0.0000405,+0.44%,129876,212563
J6H19,2019-01-23,0.009184,0.009186,0.0091295,0.0091635,-0.000027,-0.29%,103761,205552
J6H19,2019-01-24,0.009162,0.009177,0.009144,0.009153,-0.0000105,-0.11%,86984,205641
J6H19,2019-01-25,0.009161,0.0091725,0.00913,0.009157,0.000004,+0.04%,103991,208796
J6H19,2019-01-28,0.0091655,0.0091965,0.0091625,0.00918,0.000023,+0.25%,83909,207252
J6H19,2019-01-29,0.009184,0.009198,0.009162,0.0091855,0.0000055,+0.06%,80531,204816
J6H19,2019-01-30,0.009177,0.0092245,0.009145,0.0092135,0.000028,+0.30%,141594,200534
J6H19,2019-01-31,0.009202,0.009249,0.009201,0.0092155,0.000002,+0.02%,118536,199141
J6H19,2019-02-01,0.0092185,0.009228,0.0091565,0.0091615,-0.000054,-0.59%,116100,193095
J6H19,2019-02-04,0.0091645,0.009168,0.009107,0.009127,-0.0000345,-0.38%,98732,191478
J6H19,2019-02-05,0.009125,0.0091385,0.009116,0.0091215,-0.0000055,-0.06%,85712,192789
J6H19,2019-02-06,0.0091215,0.0091555,0.0091145,0.009121,-0.0000005,-0.01%,103467,193014
J6H19,2019-02-07,0.0091195,0.00915,0.009109,0.00913,0.000009,+0.10%,122939,190193
J6H19,2019-02-08,0.009133,0.0091455,0.009124,0.009134,0.000004,+0.04%,89219,188278
J6H19,2019-02-11,0.009132,0.009134,0.009077,0.0090825,-0.0000515,-0.56%,106395,186897
J6H19,2019-02-12,0.009082,0.009086,0.009061,0.0090725,-0.00001,-0.11%,101215,185725
J6H19,2019-02-13,0.0090745,0.009078,0.0090265,0.009032,-0.0000405,-0.45%,95378,187209
J6H19,2019-02-14,0.009027,0.009074,0.009018,0.009071,0.000039,+0.43%,140746,187751
J6H19,2019-02-15,0.009069,0.00909,0.0090575,0.009073,0.000002,+0.02%,109574,184491
J6H19,2019-02-19,0.00907,0.0090725,0.0090415,0.0090555,-0.0000175,-0.19%,122772,184023
J6H19,2019-02-20,0.009059,0.009062,0.0090305,0.00904,-0.0000155,-0.17%,87635,183871
J6H19,2019-02-21,0.009038,0.00906,0.009036,0.0090515,0.0000115,+0.13%,98062,185068
J6H19,2019-02-22,0.009048,0.0090605,0.009031,0.009049,-0.0000025,-0.03%,80378,184214
J6H19,2019-02-25,0.0090385,0.0090575,0.0090035,0.0090125,-0.0000365,-0.40%,94654,187401
J6H19,2019-02-26,0.009016,0.0090705,0.009016,0.009063,0.0000505,+0.56%,107761,186158
J6H19,2019-02-27,0.009058,0.009076,0.0090155,0.009019,-0.000044,-0.49%,103038,190827
J6H19,2019-02-28,0.0090245,0.0090475,0.0089795,0.0089875,-0.0000315,-0.35%,149533,198461
J6H19,2019-03-01,0.0089875,0.008992,0.0089315,0.008938,-0.0000495,-0.55%,129100,205554
J6H19,2019-03-04,0.008947,0.0089665,0.0089365,0.0089585,0.0000205,+0.23%,101490,205321
J6H19,2019-03-05,0.0089555,0.008959,0.0089255,0.0089455,-0.000013,-0.15%,96984,207083
J6H19,2019-03-06,0.0089445,0.008967,0.008942,0.008952,0.0000065,+0.07%,101498,208395
